review,clean_text,rating,date,bank,source
very good,very good,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
Very convenient App,very convenient app,5,2025-11-11,Commercial Bank of Ethiopia,Google Play
Best feature!!,best feature!!,5,2025-08-19,Commercial Bank of Ethiopia,Google Play
mid application it's so annoying,mid application it s so annoying,3,2025-11-20,Commercial Bank of Ethiopia,Google Play
"Although the UI is simple and easy to use. That does not mean anything if information is not consistent throughout the app, and most services are down most of the time. Also, I see that forcing the user to turn off Android Dev Settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for Android development 🙄. If you have certain security requirements, you would rather prefer to restrict the minSdk (since recent android releases are secure).","although the ui is simple and easy to use. that does not mean anything if information is not consistent throughout the app, and most services are down most of the time. also, i see that forcing the user to turn off android dev settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for android development . if you have certain security requirements, you would rather prefer to restrict the minsdk since recent android releases are secure .",1,2025-07-16,Commercial Bank of Ethiopia,Google Play
Hasasa bank,hasasa bank,1,2025-09-11,Commercial Bank of Ethiopia,Google Play
good,good,4,2025-11-10,Commercial Bank of Ethiopia,Google Play
nice,nice,5,2025-09-09,Commercial Bank of Ethiopia,Google Play
Nice and very useful app i like it!,nice and very useful app i like it!,5,2025-11-13,Commercial Bank of Ethiopia,Google Play
v͟e͟r͟y͟ g͟o͟o͟ d͟,v e r y g o o d,4,2025-07-25,Commercial Bank of Ethiopia,Google Play
very good apps,very good apps,5,2025-08-30,Commercial Bank of Ethiopia,Google Play
how updated this app,how updated this app,5,2025-07-30,Commercial Bank of Ethiopia,Google Play
let us know before you shut down the app,let us know before you shut down the app,4,2025-08-27,Commercial Bank of Ethiopia,Google Play
❤❤❤❤❤😂,,5,2025-08-10,Commercial Bank of Ethiopia,Google Play
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,Commercial Bank of Ethiopia,Google Play
Mobeli.bank,mobeli.bank,5,2025-07-27,Commercial Bank of Ethiopia,Google Play
Asledin Ibsa,asledin ibsa,5,2025-10-06,Commercial Bank of Ethiopia,Google Play
mehommd nuri,mehommd nuri,5,2025-10-13,Commercial Bank of Ethiopia,Google Play
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap","the new update is very bugged. can t view the names of account holders i previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,Commercial Bank of Ethiopia,Google Play
imoo,imoo,3,2025-10-02,Commercial Bank of Ethiopia,Google Play
ebc app not work or unable to connect server,ebc app not work or unable to connect server,1,2025-07-15,Commercial Bank of Ethiopia,Google Play
you can't get your own transaction history,you can t get your own transaction history,1,2025-09-29,Commercial Bank of Ethiopia,Google Play
I love you this app,i love you this app,5,2025-11-19,Commercial Bank of Ethiopia,Google Play
its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,Commercial Bank of Ethiopia,Google Play
absolutely right,absolutely right,5,2025-11-21,Commercial Bank of Ethiopia,Google Play
verfcasencod,verfcasencod,5,2025-09-30,Commercial Bank of Ethiopia,Google Play
good,good,4,2025-08-23,Commercial Bank of Ethiopia,Google Play
Good !,good !,5,2025-11-08,Commercial Bank of Ethiopia,Google Play
bad app,bad app,4,2025-11-10,Commercial Bank of Ethiopia,Google Play
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??","why is it every time the app is updated history of previous account numbers keeps missing , why??",1,2025-08-21,Commercial Bank of Ethiopia,Google Play
best MB application in Ethiopia financial sector.,best mb application in ethiopia financial sector.,5,2025-09-11,Commercial Bank of Ethiopia,Google Play
why we can't send money to other people telebirr wallets??,why we can t send money to other people telebirr wallets??,1,2025-11-24,Commercial Bank of Ethiopia,Google Play
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,doesn t work unless with data doesn t refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,Commercial Bank of Ethiopia,Google Play
The recent update is not optimized fir latest version of android,the recent update is not optimized fir latest version of android,2,2025-09-02,Commercial Bank of Ethiopia,Google Play
this app is very nice but statment history is very shiort atlist add 15 days,this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,Commercial Bank of Ethiopia,Google Play
👍,,5,2025-08-07,Commercial Bank of Ethiopia,Google Play
It is amazing app but it is more better if it is possible to transfer from account to other telebirr,it is amazing app but it is more better if it is possible to transfer from account to other telebirr,5,2025-09-22,Commercial Bank of Ethiopia,Google Play
i don' want,i don want,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
ok,ok,5,2025-09-21,Commercial Bank of Ethiopia,Google Play
kamil aweil,kamil aweil,5,2025-08-28,Commercial Bank of Ethiopia,Google Play
arif app new,arif app new,5,2025-10-26,Commercial Bank of Ethiopia,Google Play
the best app of all,the best app of all,5,2025-09-25,Commercial Bank of Ethiopia,Google Play
perfect 👌 keep,perfect keep,5,2025-08-20,Commercial Bank of Ethiopia,Google Play
"Unable to connect, pls. Improve the system","unable to connect, pls. improve the system",5,2025-08-20,Commercial Bank of Ethiopia,Google Play
Thise App is Great,thise app is great,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
This application is very important and advantage for transfer of money and finance in the coutry and foriegn country.,this application is very important and advantage for transfer of money and finance in the coutry and foriegn country.,5,2025-11-27,Commercial Bank of Ethiopia,Google Play
sync problem may 22 2025 but the date stack on may 8 2025 help pls,sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12,Commercial Bank of Ethiopia,Google Play
it's very nice app,it s very nice app,5,2025-08-02,Commercial Bank of Ethiopia,Google Play
CBE,cbe,5,2025-08-04,Commercial Bank of Ethiopia,Google Play
good,good,5,2025-11-23,Commercial Bank of Ethiopia,Google Play
thanks blc this app help me to use all time,thanks blc this app help me to use all time,5,2025-11-24,Commercial Bank of Ethiopia,Google Play
I am not able to transfer. The app is not responding,i am not able to transfer. the app is not responding,1,2025-11-11,Commercial Bank of Ethiopia,Google Play
good,good,5,2025-08-03,Commercial Bank of Ethiopia,Google Play
nice,nice,5,2025-11-02,Commercial Bank of Ethiopia,Google Play
maaliif daddafee install gaafata,maaliif daddafee install gaafata,3,2025-11-28,Commercial Bank of Ethiopia,Google Play
Ok,ok,1,2025-11-05,Commercial Bank of Ethiopia,Google Play
simple to use and amazing,simple to use and amazing,5,2025-07-17,Commercial Bank of Ethiopia,Google Play
Most of the time either the app or *889# don't work,most of the time either the app or 889 don t work,2,2025-08-12,Commercial Bank of Ethiopia,Google Play
excellent,excellent,5,2025-07-19,Commercial Bank of Ethiopia,Google Play
I don't Like this app and there service fee is highl,i don t like this app and there service fee is highl,5,2025-08-23,Commercial Bank of Ethiopia,Google Play
excellent,excellent,5,2025-09-10,Commercial Bank of Ethiopia,Google Play
I used morethan one year,i used morethan one year,4,2025-11-20,Commercial Bank of Ethiopia,Google Play
"good job, but we need to see more transaction history.","good job, but we need to see more transaction history.",4,2025-07-21,Commercial Bank of Ethiopia,Google Play
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !","i would like to give you some feedback on current update, its very nice and easy to use but in some button there is still not improved for example while iwant to check my recent txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make high txn daily. improve and miximize the txn shown to 300 up to 500. make searchable recent txn button! all in all the bank i relly on! cbe my bank !",5,2025-08-29,Commercial Bank of Ethiopia,Google Play
excellent but sometimes can not connect,excellent but sometimes can not connect,5,2025-11-10,Commercial Bank of Ethiopia,Google Play
KEHRU nasir AbFIXA,kehru nasir abfixa,5,2025-09-08,Commercial Bank of Ethiopia,Google Play
it is fantastic app.,it is fantastic app.,5,2025-11-16,Commercial Bank of Ethiopia,Google Play
"lately I am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that I was working fine a few day ago and also it says when I enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?","lately i am facing a problem with the app ,and the problem is when log in and inter my pin it doesn t work at all and says can t sync why does it say that i was working fine a few day ago and also it says when i enter my pin change your pin to 6 digit pin and it doesn t allow me to change it please solve what is the problem with the app ?",2,2025-10-04,Commercial Bank of Ethiopia,Google Play
